title_id,title,region,category
UCUS-98676,World Tour Soccer 06,USA,Demos
ULES-00772,Alien Syndrome,Europe,Games
ULES-00037,NBA Street Showdown,Europe,Games
ULES-01100,Pro Cycling Season 2008: Le Tour de France,Europe,Games
ULES-01140,FIFA 09,Russia,Games
ULES-00594,Rainbow Islands Evolution,Europe,Games
ULUS-10015,Spider-Man 2,USA,Games
ULES-01176,PES 2009: Pro Evolution Soccer,Europe,Games
ULES-01176/P,PES 2009: Pro Evolution Soccer,Europe,Games
ULUS-10349,Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress,USA,Games
ULUS-10451,James Cameron's Avatar: The Game,USA,Games
ULUS-10543,WWE SmackDown vs. Raw 2011,USA,Games
ULUS-10555,Yu-Gi-Oh! 5D's: Tag Force 5,USA,Games
ULUS-10563,Gods Eater Burst,USA,Games
ULUS-10527,Blazing Souls Accelate,USA,Games
ULUS-10533,Cabela's North American Adventures,USA,Games
ULUS-10312,Juiced 2: Hot Import Nights,USA,Games
ULUS-10379,Monster Jam: Urban Assault,USA,Games
ULUS-10475,The Lord of the Rings: Aragorn's Quest,USA,Games
ULUS-10333,Luxor: Pharaoh's Challenge,USA,Games
ULUS-10335,Chessmaster: The Art of Learning,USA,Games
ULUS-10564,Michael Jackson: The Experience,USA,Games
ULUS-10530,Monster Jam: Path of Destruction,USA,Games
ULUS-10232,Dungeons & Dragons: Tactics,USA,Games
ULUS-10436,TNA Impact! Cross the Line,USA,Games
UCUS-98617,Gangs of London,USA,Games
UCAS-40222,LocoRoco 2,Asia,Games
UCKS-45103,LocoRoco 2,Asia,Games
ULUS-10463,Petz: Dogz Family,USA,Games
ULUS-10446,Petz: Hamsterz Bunch,USA,Games
ULUS-10520,DreamWorks Megamind: The Blue Defender,USA,Games
ULUS-10565,Tactics Ogre: Let Us Cling Together,USA,Games
ULUS-10226,World Championship Cards,USA,Games
ULUS-10499,Shepherd's Crossing,USA,Games
ULUS-10552,NBA 2K11,USA,Games
UCUS-98758,MLB 11: The Show,USA,Games
ULUS-10534,Despicable Me: The Game,USA,Games
ULUS-10406,DT Carnage,USA,Games
UCJS-10017,Bleach: Heat the Soul 2,Japan,Games
UCAS-40337,BlazBlue: Continuum Shift II,Asia,Games
ULUS-10538,DJ Max Portable 3,USA,Games
ULUS-10109,Miami Vice: The Game,USA,Games
UCKS-45008,WipEout Pure,Korea,Games
ULUS-10215,Steel Horizon,USA,Games
ULUS-10250,Legend of the Dragon,USA,Games
ULUS-10566,Dissidia 012: Duodecim Final Fantasy,USA,Games
UCUS-98746,Invizimals,USA,Games
ULUS-10567,The 3rd Birthday,USA,Games
ULUS-10294,NBA Live 08,USA,Games
ULUS-10573,Major League Baseball 2K11,USA,Games
ULUS-10393,Dungeon Maker II: The Hidden War,USA,Games
ULUS-10249,Test Drive Unlimited,USA,Games
ULES-00124,Coded Arms,Europe,Games
UCED-00150,Pursuit Force,Europe,Demos
UCES-01134,PlayChapas Football Edition,Spain,Games
UCES-01525,Invizimals: The Lost Tribes,Europe,Games
ULES-01308,NBA Live 10,Europe,Games
ULES-00440,FIFA 07,Europe,Games
ULES-01139,FIFA 09,Spain,Games
ULES-00165,FIFA 06,Spain,Games
ULES-01149,NBA Live 09,Spain,Games
UCES-00045,Ape Escape,Europe,Games
UCES-00010,Ape Academy,Europe,Games
ULES-01152,Football Manager Handheld 2009,Europe,Games
ULES-00464,NBA Live 07,Spain,Games
ULES-01493,Patito Feo,Europe,Games
ULES-01166,WWE SmackDown vs. Raw 2009,Europe,Games
ULUS-10571,Naruto Shippuden: Kizuna Drive,USA,Games
UCUS-98742,MLB 10: The Show,USA,Games
ULUS-10402,Petz: Saddle Club,USA,Games
ULUS-10337,UEFA Euro 2008: Austria-Switzerland,USA,Games
ULJS-00091,Maplus: Portable Navi,Japan,Games
ULES-01507,Lord of Arcana,Europe,Games
ULES-01383,Adventures to Go!,Europe,Games
ULES-01302,Cover Girl,Europe,Games
ULES-00722,Cube,Europe,Games
ULES-00727/E,Disney Pirates of the Caribbean: At World's End,Europe,Games
ULES-01230,Blood Bowl,Europe,Games
ULES-00636,Championship Manager 2007,Europe,Games
ULES-00565,M.A.C.H.: Modified Air Combat Heroes,Europe,Games
ULES-00924,Warriors of the Lost Empire,Europe,Games
ULES-01513,The 3rd Birthday,Europe,Games
ULES-01513/E,The 3rd Birthday,Europe,Games
ULES-00219,Armored Core: Formula Front Extreme Battle,Europe,Games
ULUS-10541,Madden NFL 11,USA,Games
UCES-01313#,Echoshift,Europe,Games
ULES-00379,Juiced: Eliminator,Europe,Games
ULES-00484,Gun Showdown,Europe,Games
UCES-01321,Ghostbusters: The Video Game,Europe,Games
ULES-00175,Frantix,Europe,Games
ULES-00968,FlatOut: Head On,Europe,Games
ULUS-10585,NBA 2K12,USA,Games
ULUS-10413,Major League Baseball 2K9,USA,Games
ULES-00156,NBA Live 06,Europe,Games
ULES-00963,Off Road,"Europe, Australia",Games
UCES-00420,Ratchet & Clank: Size Matters,"Europe, Australia",Games
UCES-00420/E,Ratchet & Clank: Size Matters,"Europe, Australia",Games
ULES-00400,El Padrino,Spain,Games
ULES-00545,Scarface: Money. Power. Respect.,Europe,Games
ULES-01556,The Legend of Heroes: Trails in the Sky,Europe,Games
ULES-00699,UEFA Champions League 2006-2007,Europe,Games
ULES-00239,Street Supremacy,Europe,Games
ULES-00759,TMNT,Europe,Games
ULES-00759/E,TMNT,Europe,Games
ULES-01274,Pro Cycling Season 2009: Le Tour de France,Europe,Games
ULES-01088,Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress,Europe,Games
ULES-01362,Yu-Gi-Oh! 5D's: Tag Force 4,Europe,Games
ULES-00123,Rengoku: The Tower of Purgatory,Europe,Games
UCES-01511,White Knight Chronicles: Origins,Europe,Games
ULES-00693/E,Spinout,Europe,Games
ULES-00770,Tom Clancy's Ghost Recon: Advanced Warfighter 2,Europe,Games
ULES-00757,Spectral vs. Generation,Europe,Games
ULES-01439,Phantasy Star Portable 2,Europe,Games
ULES-01521,Final Fantasy IV: The Complete Collection,Europe,Games
ULES-00914,King of Clubs,Europe,Games
ULES-00760,Heatseeker,Europe,Games
ULUS-10278,NHRA Drag Racing: Countdown to the Championship,USA,Games
ULUS-10580,LEGO Harry Potter: Years 5-7,USA,Games
ULES-00711,Xiaolin Showdown,Europe,Games
ULES-01390,Undead Knights,Europe,Games
ULES-01381,Army of Two: The 40th Day,Europe,Games
ULES-00814,Brian Lara 2007: Pressure Play,Europe,Games
ULES-00174,Championship Manager,Europe,Games
ULES-00330,Championship Manager 2006,Europe,Games
ULES-00177,Gripshift,Europe,Games
ULES-01070,Iron Man,Europe,Games
ULES-00973,The Fast and the Furious,Europe,Games
ULES-00739,Steel Horizon,Europe,Games
ULES-00739/7062159,Steel Horizon,Europe,Games
UCES-00855,SOCOM: U.S. Navy SEALs: Tactical Strike,Europe,Games
ULES-00753,After Burner: Black Falcon,Europe,Games
ULES-01301,Colin McRae: DiRT 2,Europe,Games
ULES-00721,Dungeons & Dragons: Tactics,Europe,Games
UCES-01420,Everybody's Tennis,Europe,Games
ULUS-10532,Rapala Pro Bass Fishing,USA,Games
ULUS-10591,Major League Baseball 2K12,USA,Games
ULUS-10476,IL-2 Sturmovik: Birds of Prey,USA,Games
ULJM-05450,Sunday vs. Magazine Shuuketsu! Choujou Daikessen,Japan,Games
UCJS-10048,Jeanne d'Arc,Japan,Games
HSN-0019,Phantasy Star Portable 2 Infinity,Japan,Games
ULJM-05732,Phantasy Star Portable 2 Infinity,Japan,Games
ULJS-00065,SD Gundam: GGeneration Portable,Japan,Games
ULJS-19022,SD Gundam: GGeneration Portable,Japan,Games
ULES-00704,Free Running,Europe,Games
ULES-00035/E,Tony Hawk's Underground 2 Remix,Germany,Games
ULES-00925,Yu-Gi-Oh! GX: Tag Force 2,Europe,Games
ULJM-05900,Final Fantasy Reishiki (Disc 1),Japan,Games
ULJM-06217,Final Fantasy Reishiki (Disc 1),Japan,Games
ULJM-05901,Final Fantasy Reishiki (Disc 2),Japan,Games
ULJM-06218,Final Fantasy Reishiki (Disc 2),Japan,Games
ULAS-42218,Metal Gear Solid: Peace Walker,"Japan, Asia",Games
ULJM-05630,Metal Gear Solid: Peace Walker,"Japan, Asia",Games
ULJM-08038,Metal Gear Solid: Peace Walker,"Japan, Asia",Games
ULKS-46239,Metal Gear Solid: Peace Walker,"Japan, Asia",Games
GOEC-0001,Ragnarok: Hikari to Yami no Koujo,Japan,Games
ULJM-05880,Ragnarok: Hikari to Yami no Koujo,Japan,Games
ULJS-00444,Super Robot Taisen OG Saga: Masoukishin II: Revelation of Evil God,"Japan, Korea",Games
ULJS-00446,Super Robot Taisen OG Saga: Masoukishin II: Revelation of Evil God,"Japan, Korea",Games
ULKS-46282,Super Robot Taisen OG Saga: Masoukishin II: Revelation of Evil God,"Japan, Korea",Games
ULUS-10280,Manhunt 2,"USA, Canada",Games
ULUS-10280F,Manhunt 2,"USA, Canada",Games
ULJS-00155,Samurai Dou Portable,Japan,Games
ULJM-05938,Shin Sangoku Musou 6 Special (Disc 1),Japan,Games
ULJM-08061,Shin Sangoku Musou 6 Special (Disc 1),Japan,Games
ULJM-05939,Shin Sangoku Musou 6 Special (Disc 2),Japan,Games
ULJM-08062,Shin Sangoku Musou 6 Special (Disc 2),Japan,Games
ULJM-05899,Eiyuu Densetsu: Ao no Kiseki,Japan,Games
ULJS-00379,Dai-2-Ji Super Robot Taisen Z Hakai-hen,Japan,Games
ULJS-00352,Dai-2-Ji Super Robot Taisen Z Hakai-hen,Japan,Games
ULJS-00018,Tenchu: Shinobi Taizen,Japan,Games
ULJS-19007,Tenchu: Shinobi Taizen,Japan,Games
UCUS-98621,The Con,USA,Games
UCUS-98638,SOCOM: U.S. Navy SEALs: Fireteam Bravo,USA,Demos
UCUS-98648,ATV Offroad Fury Pro,USA,Games
UCUS-98751,Patapon 3,USA,Games
ULUS-10065,Worms: Open Warfare,USA,Games
ULAS-42298,Hatsune Miku: Project Diva Extend,"Japan, Asia",Games
ULJM-05933,Hatsune Miku: Project Diva Extend,"Japan, Asia",Games
ULUS-10078,NBA Ballers: Rebound,USA,Games
ULUS-10089,Samurai Warriors: State of War,USA,Games
ULUS-10254,Ultimate Board Game Collection,USA,Games
ULUS-10321,World Series of Poker 2008: Battle for the Bracelets,USA,Games
ULUS-10346,Space Invaders Extreme,USA,Games
ULUS-10528,Gladiator Begins,USA,Games
UCUS-98645,SOCOM: U.S. Navy SEALs: Fireteam Bravo 2,USA,Games
UCUS-98667,MLB 07: The Show,USA,Games
UCUS-98703,Pursuit Force: Extreme Justice,USA,Games
UCUS-98730,MLB 09: The Show,USA,Games
ULUS-10044,Crash Tag Team Racing,USA,Games
ULUS-10045,X-Men Legends II: Rise of Apocalypse,USA,Games
ULUS-10056,World Tour Soccer: Winning Eleven 9,USA,Games
ULUS-10090,Juiced: Eliminator,USA,Games
ULUS-10096,Race Driver 2006,USA,Games
ULUS-10098,The Godfather: Mob Wars,USA,Games
ULUS-10113,NBA Live 07,USA,Games
ULUS-10214,Justice League Heroes,USA,Games
ULUS-10485,Marvel Super Hero Squad,USA,Games
ULUS-10575,LEGO Pirates of the Caribbean: The Video Game,USA,Games
ULUS-10576,Fate/Extra,USA,Games
ULUS-10582,Naruto Shippuden: Ultimate Ninja Impact,USA,Games
UCUS-98714,SOCOM: U.S. Navy SEALs: Tactical Strike,USA,Demos
UCUS-98681,ATV Offroad Fury Pro,USA,Demos
UCUS-98656,Syphon Filter: Dark Mirror,USA,Demos
UCUS-98685,LocoRoco,USA,Demos
ULJS-00401,Ro-Kyu-Bu!,Japan,Games
ULJS-00573,Ro-Kyu-Bu!,Japan,Games
ULJM-05940,Yu-Gi-Oh! 5D's: Tag Force 6,Japan,Games
UCUS-98721,Patapon,USA,Demos
ULAS-42219,Geki Sengoku Musou,"Japan, Asia",Games
ULJM-05071,Geki Sengoku Musou,"Japan, Asia",Games
ULJM-08012,Geki Sengoku Musou,"Japan, Asia",Games
ULJS-00042,Magna Carta Portable,Japan,Games
ULJS-19012,Magna Carta Portable,Japan,Games
ULES-01037,7 Wonders of the Ancient World,Europe,Games
ULES-00640,Activision Hits Remixed,Europe,Games
ULES-00451,50 Cent: Bulletproof: G-Unit Edition,Europe,Games
ULES-01408,Ace Combat: Joint Assault,Europe,Games
ULES-00527,Astérix & Obélix XXL 2,Europe,Games
ULJM-05955,Fairy Tail: Zerefu Kakusei,Japan,Games
ULES-01413,2010 FIFA World Cup South Africa,Europe,Games
ULES-01189,Ben 10: Alien Force,Europe,Games
ULES-01478,FIFA 11,Germany,Games
UCES-01157,Buzz! Brain Bender,Europe,Games
UCES-01157/POR,Buzz! Brain Bender,Europe,Games
ULES-00708,UEFA Champions League 2006-2007,Germany,Games
ULES-01354,PES 2010: Pro Evolution Soccer,Europe,Games
ULES-00522,BattleZone,Europe,Games
ULES-01016,Blokus Portable: Steambot Championship,Europe,Games
ULES-00959,Bomberman Land,Europe,Games
UCES-01199,Buzz! Deutschlands Superquiz,Germany,Games
ULES-01179,Military History: Commander: Europe at War,Europe,Games
ULES-00170,Crash Tag Team Racing,Germany,Games
UCES-01449,Buzz! The Ultimate Music Quiz,Europe,Games
UCES-01031,Buzz! Master Quiz,Europe,Games
ULES-00541,Blade Dancer: Lineage of Light,Europe,Games
ULJM-05265,Goku Makaimura Kai,Japan,Games
ULJM-05366,Goku Makaimura Kai,Japan,Games
ULJS-00376,Queen's Gate: Spiral Chaos,Japan,Games
ULJS-00377,Queen's Gate: Spiral Chaos,Japan,Games
UCJS-10001,Minna no Golf Portable,Japan,Games
UCJS-18001,Minna no Golf Portable,Japan,Games
ULES-00639,Super Fruit Fall,Europe,Games
ULES-00364,Super Monkey Ball Adventure,Europe,Games
ULES-00635,World Championship Poker 2 featuring Howard Lederer,Europe,Games
ULES-00021,World Snooker Challenge 2005,Europe,Games
ULES-01322,FIFA 10,Europe,Games
ULES-00549,Football Manager Handheld 2007,Europe,Games
ULJS-00001,Ridge Racers,Japan,Games
ULJS-19002,Ridge Racers,Japan,Games
ULES-00647,Capcom Puzzle World,Europe,Games
UCES-01534,Disney/Pixar Cars 2,Europe,Games
UCES-01534/9271918,Disney/Pixar Cars 2,Europe,Games
UCES-01534/POR,Disney/Pixar Cars 2,Europe,Games
ULES-01333,Disney/Pixar Cars: Race-O-Rama,Europe,Games
ULES-01239,Disney G-Force,Europe,Games
ULES-01387,Dante's Inferno,Germany,Games
ULES-01456,Dragon Ball Z: Tenkaichi Tag Team,Europe,Games
ULES-00270,Fight Night Round 3,Europe,Games
ULES-00270/E,Fight Night Round 3,Europe,Games
ULES-01471,Ben 10: Ultimate Alien: Cosmic Destruction,Europe,Games
ULES-00550,Cabela's Dangerous Hunts: Ultimate Challenge,Europe,Games
ULES-01024,CID the Dummy,Europe,Games
ULES-00718,Coded Arms: Contagion,Europe,Games
ULES-00811,Crazy Taxi: Fare Wars,Europe,Games
ULES-00773,Dave Mirra BMX Challenge,Europe,Games
ULES-00144,Death Jr.,Europe,Games
ULES-00582,Death Jr. II: Root of Evil,Europe,Games
ULES-01547,FIFA 12,Germany,Games
ULES-00952,Der Goldene Kompass,Germany,Games
UCES-01536,The Mystery Team,Europe,Games
UCES-01536/POR,The Mystery Team,Europe,Games
UCJS-10008,Bleach: Heat the Soul,Japan,Games
ULJS-00328,Toaru Majutsu no Index,Japan,Games
ULJM-05287,Akumajou Dracula X: Chronicle,Japan,Games
ULJM-05548,Akumajou Dracula X: Chronicle,Japan,Games
NW10107630,Ys Seven,Japan,Games
ULJM-05475,Ys Seven,Japan,Games
ULAS-42087,Metal Gear Solid: Portable Ops,"Japan, Asia",Games
ULJM-05193,Metal Gear Solid: Portable Ops,"Japan, Asia",Games
ULJM-05573,Metal Gear Solid: Portable Ops,"Japan, Asia",Games
ULJM-08016,Metal Gear Solid: Portable Ops,"Japan, Asia",Games
UCAS-40248,Kamen no Maid Guy: Boyoyon Battle Royale,"Japan, Asia",Games
ULJM-05418,Kamen no Maid Guy: Boyoyon Battle Royale,"Japan, Asia",Games
UCJS-10060,Saru! Get You! SaruSaru Daisakusen,Japan,Games
UCJS-18029,Saru! Get You! SaruSaru Daisakusen,Japan,Games
ULJS-00093,Tales of the World: Radiant Mythology,Japan,Games
ULJS-19019,Tales of the World: Radiant Mythology,Japan,Games
ULJM-05260,Yu-Gi-Oh! Duel Monsters GX: Tag Force 2,Japan,Games
ULJS-00460,Dai-2-Ji Super Robot Taisen Z Saisei-hen,Japan,Games
ULES-00026,Dynasty Warriors,Europe,Games
ULES-01388,Dante's Inferno,Spain,Games
UCAS-40156,Tenchi no Mon 2: Busouden,Asia,Games
UCJB-98012,Chotto Shot Edit,Japan,Games
ULJM-05425,Tenchu 4,Japan,Games
ULJM-05164,Dungeon Explorer: Meiyaku no Tobira,Japan,Games
ULJS-00190,Queen's Blade: Spiral Chaos,Japan,Games
ULJS-00361,Danball Senki,Japan,Games
ULJS-00468,Battle Dodgeball 3,Japan,Games
ULJS-00467,Great Battle Fullblast,Japan,Games
ULJM-05814,Dissidia 012: Duodecim Final Fantasy,Japan,Games
ULJM-06121,Dissidia 012: Duodecim Final Fantasy,Japan,Games
ULJM-05281,Silent Hill Zero,Japan,Games
UCAS-40140,Rezel Cross,Asia,Games
UCAS-40290,Everybody's Stress Buster,Asia,Games
UCKS-45145,Everybody's Stress Buster,Asia,Games
UCAS-40198,God of War: Chains of Olympus,Asia,Games
UCAS-40329,Dissidia 012: Duodecim Final Fantasy,Asia,Games
UCKS-45166,Dissidia 012: Duodecim Final Fantasy,Asia,Games
UCAS-40258,Bleach: Heat the Soul 6,Asia,Games
UCAS-40037,Bounty Hounds,Asia,Games
UCAS-40262,LittleBigPlanet,Asia,Games
ULJS-00055,Naruto: Narutimate Portable: Mugenjou no Maki,Japan,Games
ULAS-42164,Musou Orochi: Maou Sairin Enhanced Version,Asia,Games
ULKS-46122,Audition Portable,Korea,Games
ULES-00592,EA Replay,Europe,Games
ULES-00817,Surf's Up,Europe,Games
ULES-00957,Skate Park City,Europe,Games
ULES-00641,NFL Street 3,Europe,Games
ULES-01096#,PDC World Championship Darts,Europe,Games
ULES-00472,ProStroke Golf: World Tour 2007,Europe,Games
ULES-00670,Rocky Balboa,Europe,Games
ULES-00612,Reel Fishing: The Great Outdoors,Europe,Games
ULES-01093,Madden NFL 09,Europe,Games
ULES-00147,Madden NFL 06,Europe,Games
ULES-00867,Madden NFL 08,Europe,Games
ULES-01342,NBA 2K10,Europe,Games
ULES-01488,NBA 2K11,Europe,Games
ULES-01554,NBA 2K12,Europe,Games
ULES-00462,NBA Live 07,Europe,Games
ULES-01468,PES 2011: Pro Evolution Soccer,Europe,Games
ULES-01541,PES 2012: Pro Evolution Soccer,Europe,Games
UCAS-40018,Tenchi no Mon,Asia,Games
UCAS-40278,Minna no Sukkiri,Asia,Games
ULJM-05328,Mystereet Portable: Yasogami Kaoru no Chousen!,Japan,Games
ULAS-42244,Kurohyou: Ryuu ga Gotoku Shinshou,"Japan, Asia",Games
ULJM-05713,Kurohyou: Ryuu ga Gotoku Shinshou,"Japan, Asia",Games
ULJM-08047,Kurohyou: Ryuu ga Gotoku Shinshou,"Japan, Asia",Games
ULJS-00384,Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,Japan,Games
ULJS-00385,Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,Japan,Games
ULJM-05767,Lord of Arcana,Japan,Games
ULAS-42155,Kidou Senshi Gundam: Senjou no Kizuna Portable,"Japan, Asia",Games
ULJS-00181,Kidou Senshi Gundam: Senjou no Kizuna Portable,"Japan, Asia",Games
ULJS-00292,Hagane no Renkinjutsushi: Yakusoku no Hi e,Japan,Games
ULES-00319,Disney/Pixar Cars,Europe,Games
ULES-00319#,Disney/Pixar Cars,Europe,Games
ULES-00319/P,Disney/Pixar Cars,Europe,Games
UCES-00881,Go!Explore,UK,Applications
UCES-01241,Invizimals,Europe,Games
ULKS-46142,Astonishia Story 2,Korea,Games
UCAS-40269,Shin Seiki Evangelion: Battle Orchestra Portable,Asia,Games
ULJM-05080,Viewtiful Joe: Battle Carnival,Japan,Games
ULAS-42149,Monster Hunter Portable 2nd G,"Japan, Asia",Games
ULJM-05500,Monster Hunter Portable 2nd G,"Japan, Asia",Games
ULJM-08019,Monster Hunter Portable 2nd G,"Japan, Asia",Games
ULJM-08025,Monster Hunter Portable 2nd G,"Japan, Asia",Games
ULKS-46177,Monster Hunter Portable 2nd G,"Japan, Asia",Games
ULJM-05436,Sengoku Basara: Battle Heroes,Japan,Games
ULJM-08031,Sengoku Basara: Battle Heroes,Japan,Games
ULES-01048,Crisis Core: Final Fantasy VII,Spain,Games
ULAS-42293,Evangelion Shin Gekijou-ban: 3nd Impact,"Japan, Asia",Games
ULJS-00407,Evangelion Shin Gekijou-ban: 3nd Impact,"Japan, Asia",Games
ULJS-00408,Evangelion Shin Gekijou-ban: 3nd Impact,"Japan, Asia",Games
ULAS-42285,MonHun Nikki: Poka Poka Ailu Mura G,"Japan, Asia",Games
ULJM-05881,MonHun Nikki: Poka Poka Ailu Mura G,"Japan, Asia",Games
ULES-00215,Harry Potter and the Goblet of Fire,Europe,Games
ULES-00619,Super Pocket Tennis,Europe,Games
ULES-01226,X-Men Origins: Wolverine,Europe,Games
ULES-01494,Disney TRON: Evolution,Europe,Games
ULES-01472,WWE SmackDown vs. Raw 2011,Europe,Games
ULES-01510,WWE All Stars,Europe,Games
ULES-01510/E,WWE All Stars,Europe,Games
ULES-01519,Gods Eater Burst,Europe,Games
ULES-01410,UFC Undisputed 2010,Europe,Games
ULES-01318,Cloudy with a Chance of Meatballs,Europe,Games
ULES-00910/E,Sega Rally,Europe,Games
ULKS-46209,Mussang Orochi: Mawang Jaerim Plus,Korea,Games
ULKS-46084,Jin Samguk Mussang 2nd Evolution,Korea,Games
ULKS-46130,Jin Samguk Mussang 2nd Evolution,Korea,Games
UCAS-40256,Dragonball: Evolution,Asia,Games
ULKS-46012,Jin Samguk Mussang,Korea,Games
ULKS-46013,Sincheon Magye: GOC IV: Another Side,Korea,Games
ULES-00530,Metal Slug Anthology,Europe,Games
ULKS-46038,SSX on Tour,Korea,Games
ULKS-46023,Virtua Tennis: World Tour,Korea,Games
ULKS-46006,MVP Baseball,Korea,Games
ULKS-46004,Need for Speed: Underground Rivals,Korea,Games
ULKS-46003,Armored Core: Formula Front,Korea,Games
ULKS-46001,Kollon,Korea,Games
ULAS-42256,World Soccer Winning Eleven 2011,Asia,Games
UCAS-40133,Hot Shots Golf: Open Tee,Asia,Games
ULAS-42146,Need for Speed: Undercover,Asia,Games
ULAS-42129,Need for Speed: ProStreet,Asia,Games
ULES-00615,DTM Race Driver 3: Challenge,Europe,Games
ULES-00827,Hellboy: The Science of Evil,Europe,Games
ULES-01164,King of Pool,Europe,Games
ULES-01392,Disgaea 2: Dark Hero Days,Europe,Games
ULES-01017,Ultimate Board Game Collection,Europe,Games
ULES-00309,Dragon Ball Z: Shin Budokai,Europe,Games
ULES-00789,Dragon Ball Z: Shin Budokai 2,Europe,Games
ULES-01004,Dragoneer's Aria,Europe,Games
ULES-00999,Disgaea: Afternoon of Darkness,Europe,Games
ULES-01248,Diabolik: The Original Sin,Europe,Games
ULES-01497,BlazBlue: Calamity Trigger,Europe,Games
UCUS-98641,Syphon Filter: Dark Mirror,USA,Games
UCKS-45124,MotorStorm: Arctic Edge,Korea,Games
UCKS-45065,R-Type Tactics,Korea,Games
UCKS-45016,Chase Cop: Pursuit Force,Korea,Games
UCKS-45044,Talkman Yeongeohoehwa Sudajaeng English,Korea,Educational
ULAS-42270,Star Driver: Kagayaki no Takuto: Ginga Bishounen Densetsu,"Japan, Asia",Games
ULJS-00368,Star Driver: Kagayaki no Takuto: Ginga Bishounen Densetsu,"Japan, Asia",Games
UCAS-40254,Utawarerumono Portable,"Japan, Asia",Games
ULJM-05457,Utawarerumono Portable,"Japan, Asia",Games
ULJM-05458,Utawarerumono Portable,"Japan, Asia",Games
UCAS-40231,Kenka Banchou 3: Zenkoku Seiha,"Japan, Asia",Games
ULJS-00166,Kenka Banchou 3: Zenkoku Seiha,"Japan, Asia",Games
UCAS-40300,Kenka Banchou 4: Ichinen Sensou,"Japan, Asia",Games
ULJS-00268,Kenka Banchou 4: Ichinen Sensou,"Japan, Asia",Games
ULJS-19046,Kenka Banchou 4: Ichinen Sensou,"Japan, Asia",Games
UCAS-40277,Samurai Dou 2 Portable,Asia,Games
UCKS-45007,Hg Hydrium,Korea,Games
UCKS-45011,Tenchi no Mon,Korea,Games
UCJS-10110,Bleach: Heat the Soul 7,Japan,Games
ULJS-00074,Quiz Kidou Senshi Gundam Toi Senshi Deluxe,Japan,Games
ULJS-00253,Fate/Extra,Japan,Games
ULJS-00254,Fate/Extra,Japan,Games
UCKS-45005,Namco Museum,Korea,Games
UCKS-45006,Vulcanus: Seek & Destroy,Korea,Games
UCKS-45004,Everybody's Golf,Korea,Games
UCKS-45049,Everybody's Golf,Korea,Games
UCKS-45003,Piposaru Academia: Sagomungchi Neungryeokpyeongga Wanjeonjeongbog,Korea,Games
UCKS-45027,Tekken: Dark Resurrection,Korea,Games
UCKS-45069,Tekken: Dark Resurrection,Korea,Games
UCKS-45076,Patapon,Korea,Games
UCKS-45099,Patapon,Korea,Games
UCKS-45140,P3P: Yeosin Jeonsaeng: Persona 3 Portable,Korea,Games
UCKS-45175,P3P: Yeosin Jeonsaeng: Persona 3 Portable,Korea,Games
UCKS-45084,God of War: Chains of Olympus,Korea,Games
UCKS-45155,God of War: Chains of Olympus,Korea,Games
UCKM-84002,Glorace: Phantastic Carnival,Korea,Games
UCKS-45001,Glorace: Phantastic Carnival,Korea,Games
ULUS-10282,Dungeon Maker: Hunting Ground,USA,Games
ULUS-10257,Brooktown High,USA,Games
UCAS-40268,Armored Core 3 Portable,"Japan, Asia",Games
ULJM-05492,Armored Core 3 Portable,"Japan, Asia",Games
ULAS-42239,Naruto Shippuuden: Kizuna Drive,"Japan, Asia",Games
ULJS-00291,Naruto Shippuuden: Kizuna Drive,"Japan, Asia",Games
ULES-00956/E,Medal of Honor: Heroes 2,Europe,Games
ULES-01370,LEGO Indiana Jones 2: The Adventure Continues,Europe,Games
ULES-01370#2,LEGO Indiana Jones 2: The Adventure Continues,Europe,Games
ULES-00897,Jackass: The Game,Europe,Games
ULES-00207,Frogger: Helmet Chaos,Europe,Games
ULES-00806,Practical IQ: Test Your Intelligence,Europe,Games
ULES-00606,Dynasty Warriors Vol. 2,Germany,Games
ULES-00630,Ghost Rider,Europe,Games
ULES-00661,Final Armada,Europe,Games
ULES-01505,Dissidia 012: Duodecim Final Fantasy,Europe,Games
ULES-00601,Family Guy: Video Game!,Europe,Games
ULES-00820,Generation of Chaos,Europe,Games
ULES-01221,Dynasty Warriors: Strikeforce,Europe,Games
ULAS-42289,World Soccer Winning Eleven 2012,Asia,Games
ULES-01397,Hello Kitty: Puzzle Party,Europe,Games
UCES-01503,Mega Minis Volume 2,Europe,Games
ULES-01026,N Plus,Europe,Games
ULES-01303,Hannah Montana: Rock Out the Show,Europe,Games
ULES-01375,MX vs. ATV Reflex,Europe,Games
UCES-01225,Jak and Daxter: The Lost Frontier,Europe,Games
UCES-01225/E,Jak and Daxter: The Lost Frontier,Europe,Games
UCES-01225/P,Jak and Daxter: The Lost Frontier,Europe,Games
UCES-01225/POL,Jak and Daxter: The Lost Frontier,Europe,Games
ULES-01254,Disney/Pixar Oben,Germany,Games
ULES-01528,LEGO Pirates of the Caribbean: The Video Game,Europe,Games
ULAS-42297,Naruto Shippuuden: Narutimate Impact,"Japan, Asia",Games
